utterance,cypher
How many movies has Regina King acted in?,MATCH (:Person {name: 'Regina King'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Which movies feature at least 6 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 6 RETURN m.title AS title, actorCount;"
Who directed the movie 'The Dark Knight'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'The Dark Knight'}) RETURN d.name AS director;
Which actors acted in 'The Shawshank Redemption'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'The Shawshank Redemption'}) RETURN p.name AS actor;
Find all people born in 2024.,MATCH (p:Person) WHERE p.born = 2024 RETURN p.name AS person;
Show me movies whose title contains the word 'war'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'war' RETURN m.title AS title, m.released AS year;"
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
List all movies released in 2012.,MATCH (m:Movie) WHERE m.released = 2012 RETURN m.title AS title;
How many movies has Regina King acted in?,MATCH (:Person {name: 'Regina King'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Who follows Angelina Jolie?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Angelina Jolie'}) RETURN follower.name AS follower;
Who follows Cate Blanchett?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Cate Blanchett'}) RETURN follower.name AS follower;
Which actors acted in 'Titanic'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Titanic'}) RETURN p.name AS actor;
"Which actors acted in 'Monsters, Inc.'?","MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Monsters, Inc.'}) RETURN p.name AS actor;"
Which actors acted in 'Arrival'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Arrival'}) RETURN p.name AS actor;
List all movies released in 1996.,MATCH (m:Movie) WHERE m.released = 1996 RETURN m.title AS title;
How many movies has John Boyega acted in?,MATCH (:Person {name: 'John Boyega'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Who directed the movie 'Arrival'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'Arrival'}) RETURN d.name AS director;
Who follows Christian Bale?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Christian Bale'}) RETURN follower.name AS follower;
Which movies feature at least 6 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 6 RETURN m.title AS title, actorCount;"
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Who directed the movie 'Mad Max: Fury Road'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'Mad Max: Fury Road'}) RETURN d.name AS director;
Which movies feature at least 6 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 6 RETURN m.title AS title, actorCount;"
How many movies has John Boyega acted in?,MATCH (:Person {name: 'John Boyega'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Who follows Michael B. Jordan?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Michael B. Jordan'}) RETURN follower.name AS follower;
Which movies feature at least 7 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 7 RETURN m.title AS title, actorCount;"
List actors who have acted with Mark Ruffalo.,MATCH (p1:Person {name: 'Mark Ruffalo'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
List actors who have acted with Chris Evans.,MATCH (p1:Person {name: 'Chris Evans'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Who directed the movie 'WALL·E'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'WALL·E'}) RETURN d.name AS director;
Which actors acted in 'La La Land'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'La La Land'}) RETURN p.name AS actor;
List all movies released in 2011.,MATCH (m:Movie) WHERE m.released = 2011 RETURN m.title AS title;
Which movies feature at least 8 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 8 RETURN m.title AS title, actorCount;"
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Show me movies whose title contains the word 'king'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'king' RETURN m.title AS title, m.released AS year;"
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Show me movies whose title contains the word 'night'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'night' RETURN m.title AS title, m.released AS year;"
Show me movies whose title contains the word 'story'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'story' RETURN m.title AS title, m.released AS year;"
Which actors acted in 'Whiplash'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Whiplash'}) RETURN p.name AS actor;
Which movies feature at least 5 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 5 RETURN m.title AS title, actorCount;"
List actors who have acted with Morgan Freeman.,MATCH (p1:Person {name: 'Morgan Freeman'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Who directed the movie 'Arrival'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'Arrival'}) RETURN d.name AS director;
How many movies has Scarlett Johansson acted in?,MATCH (:Person {name: 'Scarlett Johansson'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
List actors who have acted with Natalie Portman.,MATCH (p1:Person {name: 'Natalie Portman'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
List actors who have acted with Mark Ruffalo.,MATCH (p1:Person {name: 'Mark Ruffalo'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
How many movies has Sandra Bullock acted in?,MATCH (:Person {name: 'Sandra Bullock'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
List actors who have acted with Morgan Freeman.,MATCH (p1:Person {name: 'Morgan Freeman'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
How many movies has George Clooney acted in?,MATCH (:Person {name: 'George Clooney'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
List all movies released in 1990.,MATCH (m:Movie) WHERE m.released = 1990 RETURN m.title AS title;
Show me movies whose title contains the word 'story'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'story' RETURN m.title AS title, m.released AS year;"
How many movies has Robert Downey Jr. acted in?,MATCH (:Person {name: 'Robert Downey Jr.'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Which actors acted in 'Inception'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Inception'}) RETURN p.name AS actor;
Find all people born in 2023.,MATCH (p:Person) WHERE p.born = 2023 RETURN p.name AS person;
Which movies feature at least 5 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 5 RETURN m.title AS title, actorCount;"
Which movies feature at least 10 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 10 RETURN m.title AS title, actorCount;"
Who follows Tom Hanks?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Tom Hanks'}) RETURN follower.name AS follower;
Show me movies whose title contains the word 'love'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'love' RETURN m.title AS title, m.released AS year;"
Find all people born in 1983.,MATCH (p:Person) WHERE p.born = 1983 RETURN p.name AS person;
Which actors acted in 'Finding Nemo'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Finding Nemo'}) RETURN p.name AS actor;
Who follows Brie Larson?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Brie Larson'}) RETURN follower.name AS follower;
List actors who have acted with Brad Pitt.,MATCH (p1:Person {name: 'Brad Pitt'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Find all people born in 1985.,MATCH (p:Person) WHERE p.born = 1985 RETURN p.name AS person;
Find all people born in 1977.,MATCH (p:Person) WHERE p.born = 1977 RETURN p.name AS person;
List all movies released in 1985.,MATCH (m:Movie) WHERE m.released = 1985 RETURN m.title AS title;
List actors who have acted with Rami Malek.,MATCH (p1:Person {name: 'Rami Malek'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Who follows Gal Gadot?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Gal Gadot'}) RETURN follower.name AS follower;
Show me movies whose title contains the word 'love'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'love' RETURN m.title AS title, m.released AS year;"
Which movies feature at least 3 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 3 RETURN m.title AS title, actorCount;"
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Who follows Sandra Bullock?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Sandra Bullock'}) RETURN follower.name AS follower;
Which actors acted in 'Parasite'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Parasite'}) RETURN p.name AS actor;
List actors who have acted with Tom Hanks.,MATCH (p1:Person {name: 'Tom Hanks'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Who follows Denzel Washington?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Denzel Washington'}) RETURN follower.name AS follower;
Who directed the movie 'Toy Story'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'Toy Story'}) RETURN d.name AS director;
